#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 943: Dungeness, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Dungeness (943) 
# Washington  SNOTEL Site - 4010 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Nov 23, 2021 8:14:30 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2017-12-29,3.8,21.9,43,33,38,0.80
2017-12-30,3.9,22.7,35,25,31,0.00
2017-12-31,3.9,22.7,38,26,33,0.00
2018-01-01,3.9,22.7,45,36,39,0.00
2018-01-02,3.9,22.7,51,41,44,0.00
2018-01-03,3.9,22.7,51,41,44,0.00
2018-01-04,3.9,22.7,50,43,46,0.00
2018-01-05,3.9,22.7,49,36,43,0.00
2018-01-06,3.8,22.7,37,33,35,0.10
2018-01-07,3.7,22.8,41,33,37,0.00
2018-01-08,3.7,22.8,40,35,37,0.20
2018-01-09,3.8,23.0,37,29,34,0.00
2018-01-10,3.7,23.0,35,28,31,0.10
2018-01-11,3.8,23.1,40,34,36,0.60
2018-01-12,4.1,23.7,40,36,37,0.00
2018-01-13,4.0,23.7,49,37,43,0.00
2018-01-14,3.8,23.7,59,45,51,0.00
2018-01-15,3.7,23.7,54,41,48,0.40
2018-01-16,3.4,24.1,41,35,37,0.10
2018-01-17,3.3,24.2,47,34,39,1.40
2018-01-18,2.9,25.6,35,28,32,0.70
2018-01-19,3.6,26.3,36,29,32,0.10
2018-01-20,3.7,26.4,38,28,32,0.00
2018-01-21,3.7,26.4,36,29,33,0.60
2018-01-22,4.3,27.0,37,26,29,0.20
2018-01-23,4.5,27.2,40,29,35,1.50
2018-01-24,5.5,28.7,38,28,34,0.20
2018-01-25,5.7,28.9,34,26,29,0.10
2018-01-26,5.8,29.0,33,25,29,0.20
2018-01-27,6.0,29.2,42,30,34,0.30
2018-01-28,6.3,29.5,45,31,39,0.10
2018-01-29,6.4,29.6,45,30,39,1.20
2018-01-30,6.8,30.8,37,27,30,0.10
2018-01-31,6.8,30.9,36,26,31,0.00
2018-02-01,6.8,30.9,39,32,35,0.20
2018-02-02,6.9,31.1,46,36,40,0.10
2018-02-03,6.9,31.2,47,39,42,0.20
2018-02-04,6.7,31.4,49,36,42,0.10
2018-02-05,6.5,31.5,46,33,38,0.00
2018-02-06,6.5,31.5,41,32,36,0.00
2018-02-07,6.4,31.5,47,39,42,0.10
2018-02-08,6.2,31.6,48,30,39,0.00
2018-02-09,6.2,31.6,38,26,30,0.10
2018-02-10,6.2,31.7,37,22,28,0.00
2018-02-11,6.2,31.7,34,20,26,0.10
2018-02-12,6.3,31.8,37,18,25,0.10
2018-02-13,6.4,31.9,45,27,34,0.10
2018-02-14,6.4,32.0,33,24,29,0.10
2018-02-15,6.5,32.1,35,22,28,0.00
2018-02-16,6.5,32.1,43,29,33,0.10
2018-02-17,6.6,32.2,39,26,32,0.10
2018-02-18,6.7,32.3,27,11,18,0.60
2018-02-19,7.3,32.9,34,8,15,0.00
2018-02-20,7.3,32.9,26,14,19,0.10
2018-02-21,7.4,33.0,27,11,19,0.30
2018-02-22,7.7,33.3,28,13,17,0.00
2018-02-23,7.7,33.3,34,14,24,0.00
2018-02-24,7.7,33.3,38,24,28,0.10
2018-02-25,7.8,33.4,35,20,28,0.00
2018-02-26,7.8,33.4,38,18,25,0.00
2018-02-27,7.8,33.4,42,25,31,0.00
2018-02-28,7.8,33.4,35,28,31,0.60
2018-03-01,8.4,34.0,39,22,28,0.20
2018-03-02,8.4,34.2,36,26,30,0.10
2018-03-03,8.4,34.3,38,24,28,0.00
2018-03-04,8.4,34.3,37,25,29,0.10
2018-03-05,8.5,34.4,33,22,28,0.00
2018-03-06,8.5,34.4,44,26,30,0.00
2018-03-07,8.5,34.4,45,26,36,0.00
2018-03-08,8.5,34.4,39,34,36,0.60
2018-03-09,9.0,35.0,36,27,31,0.00
2018-03-10,9.0,35.0,47,26,33,0.00
2018-03-11,9.0,35.0,53,34,40,0.00
2018-03-12,9.0,35.0,54,39,45,0.00
2018-03-13,9.0,35.0,49,33,41,0.20
2018-03-14,9.0,35.2,40,28,34,0.00
2018-03-15,9.0,35.2,44,27,33,0.00
2018-03-16,9.0,35.2,47,29,34,0.00
2018-03-17,9.0,35.2,40,30,33,0.20
2018-03-18,9.2,35.4,43,28,32,0.00
2018-03-19,9.2,35.4,44,27,32,0.00
2018-03-20,9.2,35.4,44,29,34,0.00
2018-03-21,9.2,35.4,49,33,38,0.20
2018-03-22,9.0,35.6,41,27,33,0.60
2018-03-23,9.5,36.2,40,26,29,0.50
2018-03-24,10.0,36.7,38,23,28,0.10
2018-03-25,10.1,36.8,43,22,29,0.00
2018-03-26,10.1,36.8,43,29,35,0.00
2018-03-27,10.1,36.8,52,33,39,0.00
2018-03-28,10.0,36.8,42,29,34,0.00
2018-03-29,9.8,36.8,43,32,37,0.10
2018-03-30,9.9,36.9,50,32,38,0.00
2018-03-31,9.8,36.9,46,31,36,0.00
2018-04-01,9.7,36.9,42,26,33,0.10
2018-04-02,9.8,37.0,38,24,30,0.00
2018-04-03,9.7,37.0,37,26,31,0.00
2018-04-04,9.7,37.0,42,30,36,0.00
2018-04-05,9.7,37.0,48,37,41,0.00
2018-04-06,9.5,37.0,57,38,45,0.00
2018-04-07,9.3,37.0,45,34,39,1.20
2018-04-08,9.1,38.2,45,34,38,0.00
2018-04-09,8.9,38.2,50,34,42,0.00
2018-04-10,8.7,38.2,50,34,42,0.40
2018-04-11,8.0,38.6,38,32,35,0.50
2018-04-12,8.2,39.1,40,27,32,0.10
2018-04-13,8.3,39.2,50,31,39,0.30
2018-04-14,8.3,39.5,46,33,36,0.90
2018-04-15,8.8,40.4,38,31,34,0.80
2018-04-16,9.6,41.2,40,33,35,0.20
2018-04-17,9.8,41.4,40,28,33,0.00
2018-04-18,,41.4,40,31,34,0.10
2018-04-19,,41.5,45,30,35,0.00
2018-04-20,,41.5,50,34,39,0.00
2018-04-21,,41.5,43,30,35,0.00
2018-04-22,,41.5,49,29,36,0.00
2018-04-23,,41.5,58,33,43,0.00
2018-04-24,,41.5,63,42,49,0.00
2018-04-25,,41.5,67,40,51,0.00
2018-04-26,,41.5,72,47,57,0.00
2018-04-27,,41.5,64,40,51,0.00
2018-04-28,,41.5,43,35,38,0.80
2018-04-29,,42.3,42,35,38,0.30
2018-04-30,,42.6,46,36,40,0.10
2018-05-01,,42.7,49,36,41,0.00
2018-05-02,,42.7,60,38,47,0.00
2018-05-03,,42.7,64,40,52,0.00
2018-05-04,,42.7,54,36,44,0.00
2018-05-05,,42.7,61,40,49,0.00
2018-05-06,,42.7,60,45,50,0.30
2018-05-07,,43.0,59,44,49,0.00
2018-05-08,,43.0,66,44,53,0.00
2018-05-09,,43.0,55,39,45,0.10
2018-05-10,,43.1,44,36,40,0.20
2018-05-11,,43.3,58,37,46,0.00
2018-05-12,,43.3,66,44,53,0.00
2018-05-13,,43.3,73,49,58,0.00
2018-05-14,,43.3,75,54,61,0.00
2018-05-15,,43.3,72,53,59,0.00
2018-05-16,,43.3,68,47,55,0.00
2018-05-17,,43.3,62,46,51,0.00
2018-05-18,,43.3,58,45,50,0.00
2018-05-19,,43.3,59,44,50,0.30
2018-05-20,,43.6,53,42,45,0.00
2018-05-21,,43.6,58,41,48,0.00
2018-05-22,,43.6,69,46,55,0.00
2018-05-23,,43.6,70,52,58,0.00
2018-05-24,,43.6,64,47,53,0.00
2018-05-25,,43.6,60,43,49,0.00
2018-05-26,,43.6,53,39,44,0.00
2018-05-27,,43.6,64,42,51,0.00
2018-05-28,,43.6,51,41,46,0.00
2018-05-29,,43.6,47,36,41,0.00
2018-05-30,,43.6,53,34,41,0.00
2018-05-31,,43.6,47,37,41,0.40
2018-06-01,,44.0,48,35,41,0.00
2018-06-02,,44.0,59,43,49,0.00
2018-06-03,,44.0,51,39,45,0.20
2018-06-04,,44.2,45,36,40,0.00
2018-06-05,,44.2,55,35,44,0.00
2018-06-06,,44.2,60,40,48,0.00
2018-06-07,,44.2,51,42,46,0.00
2018-06-08,,44.2,52,39,46,0.30
2018-06-09,,44.5,43,36,40,0.60
2018-06-10,,45.1,44,34,39,0.00
2018-06-11,,45.1,53,33,41,0.00
2018-06-12,,45.1,57,36,47,0.00
2018-06-13,,45.1,48,42,45,0.10
2018-06-14,,45.2,48,40,44,0.00
2018-06-15,,45.2,56,40,47,0.00
2018-06-16,,45.2,64,44,52,0.00
2018-06-17,,45.2,73,50,59,0.00
2018-06-18,,45.2,77,55,64,0.00
2018-06-19,,45.2,78,57,65,0.00
2018-06-20,,45.2,74,57,63,0.00
2018-06-21,,45.2,70,51,59,0.10
2018-06-22,,45.3,63,47,52,0.10
2018-06-23,,45.4,59,44,50,0.00
2018-06-24,,45.4,69,46,54,0.20
2018-06-25,,45.6,51,43,46,0.10
2018-06-26,,45.7,54,41,46,0.00
2018-06-27,,45.7,55,41,47,0.00
2018-06-28,,45.7,51,40,46,0.00
2018-06-29,,45.7,53,46,49,0.00
2018-06-30,,45.7,52,44,48,0.10
2018-07-01,,45.8,58,41,47,0.00
2018-07-02,,45.8,55,37,44,0.00
2018-07-03,,45.8,61,41,49,0.00
2018-07-04,,45.8,62,47,55,0.00
2018-07-05,,45.8,74,54,60,0.00
2018-07-06,,45.8,66,49,56,0.00
2018-07-07,,45.8,54,46,49,0.00
2018-07-08,,45.8,67,45,54,0.00
2018-07-09,,45.8,62,48,54,0.00
2018-07-10,,45.8,55,46,50,0.00
2018-07-11,,45.8,70,47,56,0.00
2018-07-12,,45.8,75,52,62,0.00
2018-07-13,,45.8,76,54,61,0.00
2018-07-14,,45.8,75,52,61,0.00
2018-07-15,,45.8,80,54,64,0.00
2018-07-16,,45.8,80,58,67,0.00
2018-07-17,,45.8,77,57,65,0.00
2018-07-18,,45.8,70,51,58,0.00
2018-07-19,,45.8,57,45,50,0.00
2018-07-20,,45.8,60,42,48,0.00
2018-07-21,,45.8,65,44,52,0.00
2018-07-22,,45.8,74,49,59,0.00
2018-07-23,,45.8,76,55,62,0.00
2018-07-24,,45.8,76,56,64,0.00
2018-07-25,,45.8,78,56,65,0.00
2018-07-26,,45.8,78,58,65,0.00
2018-07-27,,45.8,79,58,66,0.00
2018-07-28,,45.8,81,61,68,0.00
2018-07-29,,45.8,84,62,70,0.00
2018-07-30,,45.8,85,66,72,0.00
2018-07-31,,45.8,79,59,67,0.00
2018-08-01,,45.8,73,55,62,0.00
2018-08-02,,45.8,58,47,52,0.00
2018-08-03,,45.8,61,46,52,0.00
2018-08-04,,45.8,69,48,57,0.00
2018-08-05,,45.8,75,53,60,0.00
2018-08-06,,45.8,76,56,63,0.00
2018-08-07,,45.8,80,58,66,0.00
2018-08-08,,45.8,85,61,70,0.00
2018-08-09,0.0,45.8,84,63,70,0.00
2018-08-10,0.0,45.8,78,61,67,0.00
2018-08-11,0.0,45.8,62,47,52,0.30
2018-08-12,0.0,46.1,60,45,51,0.00
2018-08-13,0.0,46.1,73,49,59,0.00
2018-08-14,0.0,46.1,77,55,64,0.00
2018-08-15,0.0,46.1,76,59,65,0.00
2018-08-16,0.0,46.1,71,55,61,0.00
2018-08-17,0.0,46.1,71,51,58,0.00
2018-08-18,0.0,46.1,74,52,60,0.00
2018-08-19,0.0,46.1,74,54,62,0.00
2018-08-20,0.0,46.1,73,58,63,0.00
2018-08-21,0.0,46.1,78,60,66,0.00
2018-08-22,0.0,46.1,77,57,65,0.00
2018-08-23,0.0,46.1,64,49,55,0.00
2018-08-24,0.0,46.1,54,44,48,0.00
2018-08-25,0.0,46.1,53,44,48,0.00
2018-08-26,0.0,46.1,54,45,49,0.10
2018-08-27,0.0,46.2,63,43,50,0.00
2018-08-28,0.0,46.2,70,49,57,0.00
2018-08-29,0.0,46.2,64,48,55,0.00
2018-08-30,0.0,46.2,59,46,51,0.00
2018-08-31,0.0,46.2,60,42,49,0.00
2018-09-01,0.0,46.2,52,42,47,0.00
2018-09-02,0.0,46.2,65,43,51,0.00
2018-09-03,0.0,46.2,55,44,49,0.00
2018-09-04,0.0,46.2,64,41,51,0.00
2018-09-05,0.0,46.2,71,49,57,0.00
2018-09-06,0.0,46.2,73,55,60,0.00
2018-09-07,0.0,46.2,63,47,53,0.10
2018-09-08,0.0,46.3,54,45,49,0.00
2018-09-09,0.0,46.3,62,44,51,0.00
2018-09-10,0.0,46.3,53,40,46,0.00
2018-09-11,0.0,46.3,51,42,45,0.30
2018-09-12,0.0,46.6,48,42,45,0.20
2018-09-13,0.0,46.8,49,42,45,0.30
2018-09-14,0.0,47.1,49,40,44,0.00
2018-09-15,0.0,47.1,49,41,44,0.00
2018-09-16,0.0,47.1,50,37,43,0.40
2018-09-17,0.0,47.5,52,36,41,0.00
2018-09-18,0.0,47.5,55,37,43,0.00
2018-09-19,0.0,47.5,55,40,45,0.10
2018-09-20,0.0,47.6,53,38,44,0.00
2018-09-21,0.0,47.6,59,47,51,0.10
2018-09-22,0.0,47.7,53,38,47,0.00
2018-09-23,0.0,47.7,48,34,41,0.00
2018-09-24,0.0,47.7,54,41,45,0.00
2018-09-25,0.0,47.7,59,40,47,0.00
2018-09-26,0.0,47.7,66,49,54,0.00
2018-09-27,0.0,47.7,67,50,55,0.10
2018-09-28,0.0,47.8,65,50,54,0.00
2018-09-29,0.0,47.8,62,47,51,0.10
2018-09-30,0.0,47.9,54,45,48,0.00
2018-10-01,0.0,0.0,53,42,48,0.10
2018-10-02,0.0,0.1,49,32,39,0.00
2018-10-03,0.0,0.1,43,31,37,0.00
2018-10-04,0.0,0.1,47,36,39,0.00
2018-10-05,0.0,0.1,40,37,38,0.40
2018-10-06,0.0,0.5,49,37,40,0.00
2018-10-07,0.0,0.5,48,39,44,0.20
2018-10-08,0.0,0.7,48,44,46,0.40
2018-10-09,0.0,1.1,47,38,42,0.00
2018-10-10,0.0,1.1,51,37,42,0.00
2018-10-11,0.0,1.1,53,36,42,0.00
2018-10-12,0.0,1.1,55,38,45,0.00
2018-10-13,0.0,1.1,50,36,40,0.00
2018-10-14,0.0,1.1,55,37,44,0.00
2018-10-15,0.0,1.1,63,48,52,0.00
2018-10-16,0.0,1.1,67,51,56,0.00
2018-10-17,0.0,1.1,68,51,54,0.00
2018-10-18,0.0,1.1,63,50,53,0.00
2018-10-19,0.0,1.1,66,51,54,0.00
2018-10-20,0.0,1.1,61,45,52,0.00
2018-10-21,0.0,1.1,64,50,53,0.00
2018-10-22,0.0,1.1,63,51,54,0.00
2018-10-23,0.0,1.1,58,39,51,0.00
2018-10-24,0.0,1.1,51,37,44,0.00
2018-10-25,0.0,1.1,53,45,48,0.20
2018-10-26,0.0,1.3,54,36,46,0.00
2018-10-27,0.0,1.3,53,34,43,2.20
2018-10-28,0.0,3.5,44,36,39,0.20
2018-10-29,0.0,3.7,43,34,37,0.00
2018-10-30,0.0,3.7,48,35,40,0.10
2018-10-31,0.0,3.8,55,43,49,0.10
2018-11-01,0.0,3.9,53,46,49,0.20
2018-11-02,0.0,4.1,51,40,45,0.40
2018-11-03,0.0,4.5,46,40,42,0.20
2018-11-04,0.0,4.7,47,37,41,0.50
2018-11-05,0.0,5.2,44,35,38,0.00
2018-11-06,0.0,5.2,43,33,36,0.00
2018-11-07,0.0,5.2,42,29,33,0.00
2018-11-08,0.0,5.2,49,30,37,0.10
2018-11-09,0.0,5.3,43,33,38,0.00
2018-11-10,0.0,5.3,39,30,33,0.10
2018-11-11,0.0,5.4,45,30,37,0.00
2018-11-12,0.0,5.4,58,45,50,0.00
2018-11-13,0.0,5.4,55,42,47,0.10
2018-11-14,0.0,5.5,50,37,43,0.00
2018-11-15,0.0,5.5,51,36,43,0.00
2018-11-16,0.0,5.5,46,31,38,0.00
2018-11-17,0.0,5.5,43,30,35,0.00
2018-11-18,0.0,5.5,55,40,46,0.10
2018-11-19,0.0,5.6,54,43,47,0.00
2018-11-20,0.0,5.6,58,45,50,0.00
2018-11-21,0.0,5.6,49,38,42,0.40
2018-11-22,0.0,6.0,39,33,35,0.40
2018-11-23,0.0,6.4,37,31,33,0.10
2018-11-24,0.0,6.5,38,29,32,0.10
2018-11-25,0.0,6.6,48,32,40,0.00
2018-11-26,0.0,6.6,49,43,46,2.50
2018-11-27,0.0,9.1,44,36,40,0.60
2018-11-28,0.0,9.7,41,34,36,0.10
2018-11-29,0.0,9.8,37,33,35,0.00
2018-11-30,0.0,9.8,36,30,33,0.00
2018-12-01,0.0,9.8,34,30,31,0.10
2018-12-02,0.0,9.9,33,26,29,0.00
2018-12-03,0.0,9.9,32,23,26,0.00
2018-12-04,0.0,9.9,33,22,27,0.00
2018-12-05,0.0,9.9,37,28,31,0.10
2018-12-06,0.1,10.0,35,27,30,0.00
2018-12-07,0.1,10.0,40,30,36,0.00
2018-12-08,0.3,10.0,44,35,38,0.00
2018-12-09,0.3,10.0,45,34,38,0.40
2018-12-10,0.0,10.4,36,31,34,0.00
2018-12-11,0.0,10.4,42,31,37,1.10
2018-12-12,0.0,11.5,39,30,34,0.20
2018-12-13,0.2,11.7,44,37,40,0.60
2018-12-14,0.1,12.3,47,30,41,0.30
2018-12-15,0.2,12.6,36,29,32,0.10
2018-12-16,0.3,12.7,41,35,39,2.90
2018-12-17,0.0,15.6,37,34,35,0.70
2018-12-18,0.7,16.3,38,32,35,0.60
2018-12-19,0.9,16.9,40,32,34,0.10
2018-12-20,1.0,17.0,43,28,36,1.40
2018-12-21,0.8,18.4,31,25,28,0.00
2018-12-22,0.6,18.4,40,29,35,0.20
2018-12-23,1.1,18.6,36,30,33,0.40
2018-12-24,1.4,19.0,34,28,30,0.00
2018-12-25,1.3,19.0,32,26,28,0.00
2018-12-26,1.3,19.0,36,29,32,0.10
2018-12-27,1.5,19.1,32,25,29,0.00
2018-12-28,1.5,19.1,42,32,36,0.10
2018-12-29,1.8,19.2,46,31,37,0.50
2018-12-30,1.7,19.7,35,27,31,0.10
2018-12-31,1.6,19.8,31,22,26,0.00
2019-01-01,1.3,19.8,37,30,33,0.10
2019-01-02,1.7,19.9,47,32,40,0.00
2019-01-03,1.9,19.9,43,36,40,2.30
2019-01-04,1.5,22.2,36,32,34,0.20
2019-01-05,1.6,22.4,39,34,36,0.20
2019-01-06,1.9,22.6,35,26,30,0.20
2019-01-07,2.2,22.8,32,22,25,0.00
2019-01-08,1.4,22.8,40,24,35,0.60
2019-01-09,2.4,23.4,40,37,38,2.40
2019-01-10,2.5,25.8,42,35,38,0.10
2019-01-11,2.4,25.9,47,38,42,0.00
2019-01-12,2.3,25.9,49,40,43,0.00
2019-01-13,2.6,25.9,47,39,43,0.00
2019-01-14,2.4,25.9,52,42,45,0.00
2019-01-15,2.4,25.9,46,37,41,0.00
2019-01-16,2.5,25.9,44,36,39,0.00
2019-01-17,2.5,25.9,39,36,37,0.70
2019-01-18,2.5,26.6,44,32,36,0.40
2019-01-19,2.8,27.0,42,31,35,0.00
2019-01-20,2.8,27.0,34,26,31,0.00
2019-01-21,2.7,27.0,36,25,28,0.10
2019-01-22,2.5,27.1,44,32,38,0.60
2019-01-23,3.0,27.7,40,32,36,0.00
2019-01-24,2.8,27.7,39,30,33,0.00
2019-01-25,2.7,27.7,44,30,38,0.00
2019-01-26,2.7,27.7,53,40,45,0.00
2019-01-27,2.7,27.7,53,38,44,0.00
2019-01-28,2.7,27.7,48,36,40,0.00
2019-01-29,2.6,27.7,52,37,42,0.00
2019-01-30,2.4,27.7,50,41,44,0.00
2019-01-31,2.3,27.7,51,42,46,0.00
2019-02-01,2.3,27.7,43,34,39,0.10
2019-02-02,2.2,27.8,37,25,31,0.00
2019-02-03,2.2,27.8,31,19,25,0.20
2019-02-04,2.4,28.0,20,13,16,0.10
2019-02-05,2.5,28.1,27,13,17,0.00
2019-02-06,2.5,28.1,31,13,19,0.10
2019-02-07,2.6,28.2,35,20,25,0.10
2019-02-08,2.7,28.3,29,18,24,0.40
2019-02-09,3.1,28.7,20,13,16,0.60
2019-02-10,3.8,29.3,30,12,19,0.30
2019-02-11,4.3,29.6,30,14,24,0.50
2019-02-12,4.8,30.1,37,22,28,0.00
2019-02-13,4.7,30.1,27,20,24,0.00
2019-02-14,4.9,30.1,34,26,31,0.30
2019-02-15,5.3,30.4,40,26,31,0.00
2019-02-16,5.2,30.4,33,25,28,0.80
2019-02-17,6.0,31.2,37,24,28,0.00
2019-02-18,6.1,31.2,37,23,28,0.00
2019-02-19,6.0,31.2,37,23,29,0.30
2019-02-20,6.3,31.5,31,24,27,0.20
2019-02-21,6.5,31.7,38,22,26,0.00
2019-02-22,6.5,31.7,35,22,27,0.10
2019-02-23,6.6,31.8,37,22,27,0.00
2019-02-24,6.7,31.8,30,24,25,0.20
2019-02-25,6.9,32.0,31,17,22,0.00
2019-02-26,6.8,32.0,27,14,19,0.00
2019-02-27,6.7,32.0,30,15,22,0.10
2019-02-28,6.9,32.1,38,17,24,0.10
2019-03-01,7.0,32.2,35,21,26,0.00
2019-03-02,7.0,32.2,32,22,25,0.00
2019-03-03,6.9,32.2,36,19,23,0.00
2019-03-04,6.9,32.2,33,17,21,0.00
2019-03-05,6.9,32.2,35,18,24,0.00
2019-03-06,7.1,32.2,33,21,26,0.00
2019-03-07,7.1,32.2,40,19,25,0.10
2019-03-08,7.2,32.3,31,18,23,0.00
2019-03-09,7.2,32.3,35,18,24,0.00
2019-03-10,7.3,32.3,43,20,29,0.00
2019-03-11,7.4,32.3,40,29,34,0.10
2019-03-12,7.5,32.4,38,26,31,0.00
2019-03-13,7.5,32.4,40,24,30,0.00
2019-03-14,7.5,32.4,45,30,36,0.00
2019-03-15,7.4,32.4,46,33,37,0.00
2019-03-16,7.4,32.4,56,37,42,0.00
2019-03-17,7.2,32.4,58,38,43,0.00
2019-03-18,7.1,32.4,57,42,47,0.00
2019-03-19,7.0,32.4,58,42,47,0.00
2019-03-20,6.8,32.4,60,43,49,0.00
2019-03-21,6.4,32.4,56,40,46,0.00
2019-03-22,6.0,32.4,53,37,41,0.00
2019-03-23,5.9,32.4,43,32,36,0.00
2019-03-24,5.9,32.4,45,31,37,0.00
2019-03-25,5.8,32.4,47,32,38,0.20
2019-03-26,6.0,32.6,41,30,34,0.10
2019-03-27,6.1,32.7,47,28,36,0.00
2019-03-28,5.9,32.7,48,34,39,0.00
2019-03-29,5.7,32.7,50,35,40,0.00
2019-03-30,5.6,32.7,52,35,40,0.00
2019-03-31,5.5,32.7,50,35,40,0.00
2019-04-01,5.4,32.7,54,36,44,0.00
2019-04-02,5.1,32.7,53,39,44,0.10
2019-04-03,4.8,32.8,51,36,42,0.10
2019-04-04,4.2,32.9,54,34,42,0.00
2019-04-05,3.7,32.9,42,33,37,0.90
2019-04-06,3.8,33.8,46,33,35,1.00
2019-04-07,4.7,34.8,44,32,36,0.10
2019-04-08,4.7,34.9,48,34,38,0.10
2019-04-09,4.5,35.0,48,33,38,0.10
2019-04-10,4.3,35.1,44,32,37,0.00
2019-04-11,4.1,35.1,46,34,38,0.10
2019-04-12,3.9,35.2,44,34,37,0.10
2019-04-13,3.6,35.3,47,31,36,0.10
2019-04-14,3.4,35.4,36,28,33,0.10
2019-04-15,3.4,35.5,44,28,34,0.00
2019-04-16,3.2,35.5,44,33,38,0.00
2019-04-17,3.1,35.5,52,34,42,0.00
2019-04-18,2.7,35.5,57,42,48,0.10
2019-04-19,1.9,35.6,46,38,43,0.20
2019-04-20,1.2,35.8,52,34,40,0.00
2019-04-21,0.1,35.8,52,35,42,0.00
2019-04-22,0.0,35.8,54,40,45,0.00
2019-04-23,0.0,35.8,48,36,40,0.00
2019-04-24,0.0,35.8,47,32,37,0.00
2019-04-25,0.0,35.8,52,33,42,0.00
2019-04-26,0.0,35.8,50,35,41,0.00
2019-04-27,0.0,35.8,43,30,35,0.00
2019-04-28,0.0,35.8,47,30,37,0.00
2019-04-29,0.0,35.8,50,33,40,0.00
2019-04-30,0.0,35.8,53,33,41,0.00
2019-05-01,0.0,35.8,48,34,40,0.00
2019-05-02,0.0,35.8,48,31,38,0.00
2019-05-03,0.0,35.8,50,36,41,0.00
2019-05-04,0.0,35.8,59,37,46,0.00
2019-05-05,0.0,35.8,59,40,47,0.00
2019-05-06,0.0,35.8,65,42,51,0.00
2019-05-07,0.0,35.8,63,44,51,0.00
2019-05-08,0.0,35.8,66,45,53,0.00
2019-05-09,0.0,35.8,68,46,54,0.00
2019-05-10,0.0,35.8,73,47,57,0.00
2019-05-11,0.0,35.8,71,49,58,0.00
2019-05-12,0.0,35.8,60,44,51,0.00
2019-05-13,0.0,35.8,60,42,49,0.00
2019-05-14,0.0,35.8,56,38,46,0.10
2019-05-15,0.0,35.9,56,36,44,0.60
2019-05-16,0.0,36.5,52,44,47,0.20
2019-05-17,0.0,36.7,46,38,43,0.10
2019-05-18,0.0,36.8,58,36,46,0.10
2019-05-19,0.0,36.9,56,42,47,0.10
2019-05-20,0.0,37.0,46,39,43,0.50
2019-05-21,0.0,37.5,55,38,44,0.00
2019-05-22,0.0,37.5,64,45,52,0.00
2019-05-23,0.0,37.5,67,47,55,0.00
2019-05-24,0.0,37.5,51,43,46,0.00
2019-05-25,0.0,37.5,47,38,42,0.80
2019-05-26,0.0,38.3,61,39,49,0.00
2019-05-27,0.0,38.3,68,46,55,0.00
2019-05-28,0.0,38.3,69,50,57,0.10
